Host.genus	Virus	KB	contig_length	checkv_quality	provirus	gene_count	viral_genes	completeness	contamination	warnings	AAI.to.closest.RaFAH.reference	Confidence.score	List.of.methods
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__	EPR_PIR-30_vRhyme_bin_43	41273	42773	High-quality	No	55	15	100	0		28.56	90.1	blast;92.60
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__	MAR_Lucky_356-308_vRhyme_bin_46	18901	20401	High-quality	No	39	4	100	0		18.93	90	blast;92.50 iPHoP-RF;66.50
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__	Brothers_NWCA_S143_NODE_3477_length_11709_cov_3.496028	11709	11709	Low-quality	No	24	1	11.17	0	low-confidence DTR	3.08	94.7	CRISPR;96.30
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__	ELSC_Tui_Malila_132-544_scaffold_274_c1	27869	27869	Low-quality	No	47	10	29.91	0		11.92	91.4	CRISPR;93.70 iPHoP-RF;70.90
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__	ELSC_Tui_Malila_134-614_scaffold_40_c1	79030	79030	High-quality	No	87	16	98.02	0		5.95	95.4	CRISPR;96.80 iPHoP-RF;78.00
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__	ELSC_Tui_Malila_T11_NODE_159_length_48525_cov_5.434687	48525	48525	Low-quality	No	76	7	30.44	0	low-confidence DTR	4.25	94.6	CRISPR;96.20
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__	ELSC_Tui_Malila_T2_NODE_976_length_32195_cov_4.862074	32195	32195	Low-quality	No	51	7	32.4	0	low-confidence DTR	3.97	91.7	CRISPR;94.00
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__	MAR_Lucky_356-284_scaffold_134_c1_fragment_2	20389	20389	High-quality	No	39	2	100	0		9.78	95	blast;96.50 CRISPR;84.70 iPHoP-RF;77.80
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__	MAR_Lucky_356-308_scaffold_188_c1_fragment_1	28911	28911	Low-quality	No	48	9	42.75	0		12.29	92.9	CRISPR;94.90 blast;93.50 iPHoP-RF;78.30
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__	MAR_Rainbow_354-166_scaffold_43_c1_fragment_2	80790	80790	Low-quality	No	98	2	41.23	0		3.78	91.1	blast;93.50 iPHoP-RF;69.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__	Brothers_NWCB_S012_vRhyme_bin_76	29262	35262	Low-quality	No	44	18	37.46	0		6.59	98.5	CRISPR;98.90
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__	Brothers_NWCB_S140_vRhyme_bin_133	8835	10335	Low-quality	No	10	6	21.95	0		5.69	98.2	CRISPR;98.70
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__	Brothers_NWCB_S141_vRhyme_bin_102	15545	18545	Low-quality	No	36	3	20.43	0		3.17	98.7	CRISPR;99.00
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__	Brothers_NWCB_S141_vRhyme_bin_34	63778	78778	Medium-quality	No	95	22	87.92	0		5.15	95.4	CRISPR;96.80
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__	Brothers_NWCB_S141_vRhyme_bin_47	98802	121302	Medium-quality	No	155	21	85.69	0		8.61	91.4	blast;93.70 CRISPR;86.90 iPHoP-RF;76.40
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__	Brothers_NWCB_S141_vRhyme_bin_54	62062	68062	Medium-quality	Yes	106	6	51.4	8.91		4.77	99.6	CRISPR;99.60
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__	Brothers_NWCB_S141_vRhyme_bin_65	17193	23193	Low-quality	No	29	4	16.16	0		6.9	90.7	blast;93.10 iPHoP-RF;56.00
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__	Brothers_NWCB_S146_vRhyme_bin_49	15094	21094	Low-quality	No	20	10	22.86	0		3.47	98.5	CRISPR;98.90
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__	Brothers_NWCB_S139_NODE_16007_length_6674_cov_1.782649	6674	6674	Low-quality	No	11	4	10.99	0		8.55	93.2	CRISPR;95.20
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__	Brothers_NWCB_S146_NODE_3430_length_11271_cov_2.730976	11271	11271	Low-quality	No	21	1	26.82	0		5.45	98.5	CRISPR;98.90
d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__	ELSC_Tui_Malila_T11_NODE_40_length_106974_cov_2.077868_fragment_2	34285	34285	Medium-quality	Yes	53	7	89.33	12.96		16.66	95.7	CRISPR;97.00 blast;94.00 iPHoP-RF;81.90
d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermosulfurimonas_A	Brothers_NWCB_S140_vRhyme_bin_96	18626	23126	Low-quality	No	24	6	49.54	0	low-confidence DTR	6.14	91.1	blast;93.50 iPHoP-RF;61.10
d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermosulfurimonas_A	Brothers_NWCB_S146_vRhyme_bin_114	13695	18195	Low-quality	No	21	7	40.68	0		25.33	91.4	blast;93.70 iPHoP-RF;74.80
d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermosulfurimonas_A	ELSC_Mariner_M10_vRhyme_bin_68	8607	10107	Low-quality	No	21	1	6.79	0		2.98	90.2	blast;92.70 iPHoP-RF;89.80
d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermosulfurimonas_A	ELSC_Mariner_M10_NODE_1128_length_19935_cov_7.259895	19935	19935	Low-quality	No	28	12	43.64	0		31.01	90.7	blast;93.10 iPHoP-RF;80.60
d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermosulfurimonas_A	ELSC_Tui_Malila_T2_NODE_23035_length_6209_cov_1.417790	6209	6209	Low-quality	No	10	1	11.45	0		NA	90.7	blast;93.10 iPHoP-RF;84.50
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__	Brothers_NWCA_S145_vRhyme_bin_46	41811	49311	Medium-quality	No	51	4	72.44	0		8.95	90.1	blast;92.60
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__	Brothers_NWCB_S140_vRhyme_bin_124	7667	9167	Low-quality	No	9	1	4.79	0		4.07	91.4	blast;93.70 iPHoP-RF;87.60
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__	ELSC_Bowl_M2_vRhyme_bin_18	76805	96305	Medium-quality	No	112	13	50.98	0		6.55	92.6	iPHoP-RF;94.70
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__	ELSC_Tui_Malila_T2_vRhyme_bin_111	13196	17696	Low-quality	No	14	4	40.37	0		5.18	90.4	blast;92.90 iPHoP-RF;76.80
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__	ELSC_Tui_Malila_T2_vRhyme_bin_75	11546	14546	Low-quality	No	15	3	16.25	0		3.29	92.1	blast;94.30 iPHoP-RF;78.00
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__	ELSC_Tui_Malila_134-614_scaffold_11896_c1	5662	5662	Low-quality	No	6	2	15.62	0		7.87	91.5	blast;93.80 iPHoP-RF;76.10
d__Bacteria;p__Aquificota;c__Desulfurobacteriia;o__Desulfurobacteriales;f__Desulfurobacteriaceae;g__Balnearium	Guaymas_4561-380_vRhyme_bin_66	10652	12152	Low-quality	No	18	5	4.62	0		5.29	91.2	blast;93.60 iPHoP-RF;51.50
d__Bacteria;p__Aquificota;c__Desulfurobacteriia;o__Desulfurobacteriales;f__Desulfurobacteriaceae;g__Balnearium	Guaymas_4561-384_vRhyme_bin_137	14051	17051	Low-quality	No	23	6	6.68	0		5.29	91.2	blast;93.60
d__Bacteria;p__Aquificota;c__Desulfurobacteriia;o__Desulfurobacteriales;f__Desulfurobacteriaceae;g__Balnearium	Guaymas_4571-419_vRhyme_bin_55	13870	16870	Low-quality	No	20	5	6.41	0		5.29	91.1	blast;93.50
d__Bacteria;p__Aquificota;c__Desulfurobacteriia;o__Desulfurobacteriales;f__Desulfurobacteriaceae;g__Balnearium	ELSC_Tui_Malila_132-544_scaffold_221_c1	30702	30702	Medium-quality	No	45	10	54.89	0		7.1	93.5	iPHoP-RF;95.40 blast;91.50
d__Bacteria;p__Aquificota;c__Desulfurobacteriia;o__Desulfurobacteriales;f__Desulfurobacteriaceae;g__Balnearium	MAR_Lucky_356-284_scaffold_269_c1	42404	42404	Low-quality	No	65	12	28.03	0		10.2	94.2	blast;95.90 iPHoP-RF;82.20
d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__	Brothers_NWCB_S012_vRhyme_bin_161	10109	14609	Low-quality	No	17	5	15.04	0		3.56	97	CRISPR;97.90 iPHoP-RF;79.50
d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__	Brothers_NWCB_S141_vRhyme_bin_103	8042	9542	Low-quality	No	17	3	12.94	0		3.51	96.7	CRISPR;97.70 iPHoP-RF;80.30
d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__	Brothers_NWCB_S146_vRhyme_bin_100	29252	36752	Medium-quality	No	53	9	68.56	0		4.33	98.5	CRISPR;98.90 iPHoP-RF;91.80
d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__	ELSC_Mariner_M17_vRhyme_bin_179	39411	42411	Medium-quality	No	48	12	70.58	0		14.87	96.6	CRISPR;97.60 iPHoP-RF;52.20
d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__	Brothers_NWCB_S012_NODE_5881_length_8549_cov_2.024222	8549	8549	Low-quality	No	17	1	20.34	0		2.47	96.9	CRISPR;97.80
d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__	Brothers_NWCB_S139_NODE_20762_length_5745_cov_1.244571	5745	5745	Low-quality	No	16	3	4.78	0		2.41	95.7	CRISPR;97.00 iPHoP-RF;93.10
d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__	ELSC_Mariner_M17_NODE_16354_length_6310_cov_1.247291	6310	6310	Low-quality	No	7	3	8.2	0		8.16	96.7	CRISPR;97.70 iPHoP-RF;82.80
d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__	ELSC_Mariner_M17_NODE_22140_length_5227_cov_1.281373	5227	5227	Low-quality	No	7	2	6.43	0		5.79	91.7	CRISPR;94.00
d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__	ELSC_Tui_Malila_T2_NODE_682_length_38746_cov_5.455475	38746	38746	Medium-quality	No	53	19	62.26	0		13.9	92.3	CRISPR;94.50
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__UBA6429;g__SZUA-37	Brothers_NWCB_S139_NODE_25943_length_5058_cov_2.476171	5058	5058	Low-quality	No	6	1	2.72	0		18.17	90.2	blast;92.70 iPHoP-RF;61.70
d__Bacteria;p__KSB1;c__UBA2214;o__DRLW01;f__;g__	Brothers_NWCB_S146_vRhyme_bin_91	26889	34389	Low-quality	No	33	1	12.3	0		4.96	90.2	blast;92.70 iPHoP-RF;59.00
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus	Brothers_NWCB_S139_vRhyme_bin_126	86447	98447	High-quality	No	107	24	94.63	0		9.13	96.2	CRISPR;97.30
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus	Brothers_NWCB_S141_vRhyme_bin_38	16747	19747	Low-quality	No	19	1	26.13	0		3.37	98.4	CRISPR;98.80
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus	Brothers_NWCB_S141_vRhyme_bin_45	340414	356914	Medium-quality	No	377	48	70.86	0		14.39	98.5	CRISPR;98.90
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus	ELSC_Mariner_M17_vRhyme_bin_30	60683	65183	Low-quality	No	86	20	36.15	0		14.33	90.8	blast;93.20
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus	Brothers_NWCB_S140_NODE_12662_length_5707_cov_1.695699	5707	5707	Low-quality	No	8	1	10.99	0		5.58	97	CRISPR;97.90 blast;93.90 iPHoP-RF;72.60
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus	ELSC_Mariner_M17_NODE_1571_length_23389_cov_3.731150	23389	23389	Medium-quality	No	32	21	71.27	0		30.42	98.5	CRISPR;98.90 iPHoP-RF;74.80
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus	ELSC_Mariner_M17_NODE_380_length_45191_cov_8.777117	45191	45191	Medium-quality	No	63	24	84.78	0		10.11	97.3	CRISPR;98.10
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Emcibacter_A	Brothers_NWCB_S140_vRhyme_bin_123	7868	10868	Low-quality	No	11	7	25.14	0		15.35	91.5	blast;93.80 iPHoP-RF;83.90
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Emcibacter_A	MAR_Rainbow_354-166_scaffold_1170_c1_fragment_1	12983	12983	Low-quality	No	17	10	19.14	0		10.55	93.2	blast;95.20 iPHoP-RF;75.00
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas	Brothers_NWCB_S012_vRhyme_bin_124	70643	79643	Medium-quality	No	105	11	55.98	0		3.76	90.2	blast;92.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas	Brothers_NWCB_S139_vRhyme_bin_259	9404	10904	Low-quality	No	21	3	12.76	0		5.62	97	CRISPR;97.90 iPHoP-RF;88.90
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas	ELSC_Mariner_M17_vRhyme_bin_168	31421	37421	High-quality	No	49	18	100	0		10.47	90	blast;92.50
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas	ELSC_Tui_Malila_T11_vRhyme_bin_64	78549	98049	Medium-quality	No	125	25	89.96	0		11.07	91	blast;93.40 iPHoP-RF;50.20
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas	Brothers_NWCA_S144_NODE_1580_length_14174_cov_1.729408	14174	14174	Low-quality	No	12	1	7.62	0		11.67	92.2	blast;94.40 iPHoP-RF;66.80
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas	Brothers_NWCB_S139_NODE_159_length_73201_cov_2.097572_fragment_1	38593	38593	Medium-quality	No	59	19	76.92	0		9.5	94.5	iPHoP-RF;96.10 CRISPR;93.80
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas	ELSC_Mariner_M17_NODE_602_length_38084_cov_4.339858	38084	38084	Medium-quality	No	57	13	62.74	0	low-confidence DTR	9.1	91.4	iPHoP-RF;93.70
d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__Hydrogenimonas	Guaymas_4559-240_scaffold_401_c1	39444	39444	Medium-quality	No	62	27	84.74	0		14	91.8	blast;94.10 iPHoP-RF;68.20
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__	Brothers_NWCB_S012_vRhyme_bin_75	29757	37257	Medium-quality	No	51	3	59.01	0		6.84	96.6	CRISPR;97.60 iPHoP-RF;77.10
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__	Brothers_NWCB_S012_vRhyme_bin_80	8364	9864	Low-quality	No	11	6	22.58	0		27.92	91.6	blast;93.90 iPHoP-RF;83.30
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__	Brothers_NWCB_S140_vRhyme_bin_101	41184	42684	Low-quality	No	44	4	49.03	0		5.15	99.1	CRISPR;99.30
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__	Brothers_NWCB_S141_vRhyme_bin_165	13659	16659	Low-quality	No	15	1	23.43	0		14.39	94.5	CRISPR;96.10
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__	Brothers_NWCB_S146_vRhyme_bin_121	5916	7416	Low-quality	No	8	4	13.32	0		22.02	93	blast;95.00 iPHoP-RF;78.70
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__	Brothers_NWCB_S012_vRhyme_bin_144	12320	13820	Low-quality	No	19	5	31.06	0		2.76	95	blast;96.50
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__	Brothers_NWCB_S139_vRhyme_bin_97	54346	57346	High-quality	No	69	14	90.5	0		5.5	91	blast;93.40
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__	Brothers_NWCB_S141_vRhyme_bin_161	5745	7245	Low-quality	No	9	1	10.95	0		4.21	91.4	blast;93.70 iPHoP-RF;65.10
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__	Brothers_NWCB_S141_vRhyme_bin_168	25874	28874	Low-quality	No	35	1	7.4	0		3.1	91.6	blast;93.90 iPHoP-RF;58.70
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__	ELSC_Tui_Malila_T2_vRhyme_bin_53	48771	60771	High-quality	Yes	66	10	100	5.74		9.27	91.4	blast;93.70 iPHoP-RF;63.50
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__	MAR_Rainbow_354-166_vRhyme_bin_38	28174	29674	Medium-quality	No	35	8	64.6	0		6.12	93	blast;95.00
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__	Brothers_NWCB_S140_NODE_63_length_48433_cov_2.214590	48433	48433	High-quality	No	68	7	97.2	0		5.87	92.5	CRISPR;94.60
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__	Brothers_NWCB_S140_NODE_33_length_61706_cov_2.378148	61706	61706	Low-quality	No	74	12	41.22	0		2.67	97.8	CRISPR;98.40
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__	ELSC_Tui_Malila_T2_NODE_13362_length_8219_cov_1.564508	8219	8219	Low-quality	No	7	1	3.95	0		NA	91	blast;93.40
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__	Brothers_NWCB_S139_vRhyme_bin_222	25898	30398	Medium-quality	No	33	5	50.64	0		6.72	91.6	blast;93.90 iPHoP-RF;80.80
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__	Brothers_NWCB_S139_vRhyme_bin_238	53009	56009	Medium-quality	No	82	13	80.95	0		8.34	91.5	blast;93.80 iPHoP-RF;68.40
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__	MAR_Rainbow_354-166_vRhyme_bin_123	14797	19297	Low-quality	No	15	3	32.75	0		5	91.1	blast;93.50 iPHoP-RF;70.40
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__	Brothers_NWCB_S139_NODE_4567_length_13211_cov_1.302354_fragment_1	7506	7506	Low-quality	No	14	1	11.07	0		8.13	90.9	blast;93.30 iPHoP-RF;73.50
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__	Brothers_NWCB_S139_NODE_19677_length_5930_cov_2.710667	5930	5930	Low-quality	No	9	2	5.37	0		10.31	90	blast;92.50 iPHoP-RF;73.20
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__	ELSC_Bowl_M2_NODE_8889_length_10505_cov_1.929852	10505	10505	Low-quality	No	13	2	16.6	0		1.73	90.2	blast;92.70 iPHoP-RF;79.80
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Robiginitomaculum_B	Brothers_NWCA_S144_vRhyme_bin_44	14209	15709	Low-quality	No	29	12	36.51	0		22.32	91.6	blast;93.90 iPHoP-RF;71.10
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Robiginitomaculum_B	ELSC_Bowl_M2_vRhyme_bin_246	12702	15702	Low-quality	No	19	5	27.57	0		12.03	91.2	blast;93.60 iPHoP-RF;68.20
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__	Brothers_NWCA_S143_vRhyme_bin_141	30978	32478	Low-quality	No	45	10	47.84	0		5.73	97.8	CRISPR;98.40 iPHoP-RF;73.20
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__	ELSC_Mariner_M17_vRhyme_bin_216	37013	40013	High-quality	No	45	17	100	0		15.14	95.4	CRISPR;96.80 iPHoP-RF;84.50
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__	ELSC_Mariner_M17_vRhyme_bin_228	10474	11974	Low-quality	No	22	1	21.67	0		4.43	96.6	CRISPR;97.60 iPHoP-RF;64.80
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__	ELSC_Tui_Malila_T10_vRhyme_bin_76	63346	64846	Medium-quality	No	89	6	74.77	0		4	98.4	CRISPR;98.80 iPHoP-RF;56.50
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__	ELSC_Tui_Malila_T11_vRhyme_bin_1	44135	54635	High-quality	No	59	22	100	0		15.49	98.5	CRISPR;98.90 iPHoP-RF;81.90
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__	Brothers_NWCA_S143_NODE_487_length_32085_cov_19.386726	32085	32085	Low-quality	No	49	10	46.43	0	low-confidence DTR	4.05	93.8	CRISPR;95.60 iPHoP-RF;81.90
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__	Brothers_NWCA_S143_NODE_102_length_65501_cov_12.090066	65501	65501	Medium-quality	No	93	12	73.32	0		6.87	98.4	CRISPR;98.80 iPHoP-RF;53.00
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__	Brothers_NWCA_S143_NODE_12513_length_6028_cov_1.138282	6028	6028	Low-quality	No	8	3	8.23	0		5.32	94.6	CRISPR;96.20 iPHoP-RF;71.50
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__	ELSC_Abe_A1_NODE_295_length_31614_cov_6.830311	31614	31614	Low-quality	No	29	4	40.58	0		NA	97	CRISPR;97.90
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__	ELSC_Abe_A1_NODE_1039_length_18185_cov_5.174881	18185	18185	Low-quality	No	25	10	43.81	0		8.52	91.5	blast;93.80 iPHoP-RF;72.80
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__	ELSC_Mariner_131-447_scaffold_580_c1	36259	36259	Medium-quality	No	59	12	61.27	0		6	97.2	CRISPR;98.00 iPHoP-RF;71.50
d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__	ELSC_Tui_Malila_T11_NODE_96_length_64776_cov_3.163931	64776	64776	Medium-quality	No	95	6	74.72	0		4	98.1	CRISPR;98.60
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__Oceanithermus	Brothers_NWCA_S143_vRhyme_bin_53	79747	85747	Low-quality	No	92	2	31.51	0		5.4	91.6	blast;93.90 iPHoP-RF;76.10
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__Oceanithermus	Brothers_NWCA_S143_vRhyme_bin_92	70143	82143	Low-quality	No	82	5	48.29	0		9.63	90.8	blast;93.20 iPHoP-RF;84.80
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__Oceanithermus	Brothers_NWCB_S140_vRhyme_bin_162	9759	12759	Low-quality	No	17	1	22.41	0		4.81	90	blast;92.50 iPHoP-RF;74.80
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__Oceanithermus	Brothers_NWCB_S141_vRhyme_bin_174	48218	51218	Medium-quality	No	79	16	81.42	0		11.22	91	blast;93.40 iPHoP-RF;74.30
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__Oceanithermus	Brothers_NWCB_S141_vRhyme_bin_18	12147	13647	Low-quality	No	15	4	28.48	0		12.57	94	blast;95.80
d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__Oceanithermus	ELSC_Abe_A3_vRhyme_bin_79	12828	15828	Low-quality	No	24	4	42.35	0		9.99	94.6	blast;96.20 iPHoP-RF;65.80
