user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
Brothers_S140_maxbin2_048	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__WFWF01;s__WFWF01 sp015491275	GCA_015491275.1	95	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__WFWF01;s__WFWF01 sp015491275	96.35	0.541	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_054	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__S140-46;g__S140-46;s__	N/A	N/A	N/A	N/A	N/A	GCA_015491585.1	95	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__S140-46;g__S140-46;s__S140-46 sp015491585	80.45	0.405	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__S140-46;g__S140-46;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	50.15	11	0.84677	N/A
Brothers_S140_maxbin2_061	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__Thiomicrorhabdus sp015487015	GCA_015487015.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__Thiomicrorhabdus sp015487015	99.29	0.861	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_065_VB	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DRMK01;f__DRMK01;g__DRMK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DRMK01;f__DRMK01;g__DRMK01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_015490535.1, s__DRMK01 sp015490535, 95.0, 83.26, 0.769; GCA_011322575.1, s__DRMK01 sp011322575, 95.0, 82.93, 0.574; GCA_015488495.1, s__DRMK01 sp015488495, 95.0, 78.55, 0.451; GCA_015491735.1, s__DRMK01 sp015491735, 95.0, 78.27, 0.441; GCA_024277595.1, s__DRMK01 sp024277595, 95.0, 77.82, 0.318; GCA_024277575.1, s__DRMK01 sp024277575, 95.0, 77.79, 0.405"	32.65	11	0.93666	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S140_maxbin2_066	d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__WGBF01;s__WGBF01 sp015494485	GCA_015494485.1	95	d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__WGBF01;s__WGBF01 sp015494485	97.08	0.766	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_072	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Paremcibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Emcibacteraceae;g__Paremcibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_002401545.1, s__Paremcibacter sp002401545, 95.0, 79.74, 0.508; GCA_013152755.1, s__Paremcibacter sp013152755, 95.0, 79.64, 0.615; GCA_002749135.1, s__Paremcibacter sp002749135, 95.0, 79.44, 0.597; GCA_011051815.1, s__Paremcibacter sp011051815, 95.0, 79.44, 0.385; GCA_021647465.1, s__Paremcibacter sp021647465, 95.0, 78.89, 0.548; GCA_021774875.1, s__Paremcibacter sp021774875, 95.0, 78.6, 0.449; GCA_024280095.1, s__Paremcibacter sp024280095, 95.0, 78.6, 0.397; GCA_016765435.1, s__Paremcibacter sp016765435, 95.0, 78.51, 0.382; GCA_002401455.1, s__Paremcibacter sp002401455, 95.0, 78.49, 0.388; GCA_021774785.1, s__Paremcibacter sp021774785, 95.0, 78.47, 0.508; GCA_002402225.1, s__Paremcibacter sp002402225, 95.0, 78.39, 0.48; GCA_023142175.1, s__Paremcibacter sp023142175, 95.0, 78.32, 0.317; GCA_013152615.1, s__Paremcibacter sp013152615, 95.0, 77.78, 0.366; GCF_006385135.1, s__Paremcibacter congregatus, 95.0, 77.57, 0.372; GCA_016764855.1, s__Paremcibacter sp016764855, 95.0, 77.46, 0.323; GCA_021741205.1, s__Paremcibacter sp021741205, 95.0, 76.81, 0.209"	71.86	11	0.93231	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S140_maxbin2_073	d__Bacteria;p__Desulfobacterota_F;c__GWC2-55-46;o__GWC2-55-46;f__DRQE01;g__DRQE01;s__DRQE01 sp015492245	GCA_015492245.1	95	d__Bacteria;p__Desulfobacterota_F;c__GWC2-55-46;o__GWC2-55-46;f__DRQE01;g__DRQE01;s__DRQE01 sp015492245	99.77	0.921	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_088	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAADGZ01;s__JAADGZ01 sp015491815	GCA_015491815.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAADGZ01;s__JAADGZ01 sp015491815	99.15	0.824	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_093	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__SZUA-37;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__SZUA-37;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	88.28	11	0.96905	N/A
Brothers_S140_maxbin2_096	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	57.95	11	0.83712	N/A
Brothers_S140_maxbin2_100	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011051615.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__HyVt-448;s__HyVt-448 sp011051615	78.57	0.395	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	74.78	11	0.82381	N/A
Brothers_S140_maxbin2_103	d__Bacteria;p__KSB1;c__UBA2214;o__DRLW01;f__DRLW01;g__WFVT01;s__WFVT01 sp015491485	GCA_015491485.1	95	d__Bacteria;p__KSB1;c__UBA2214;o__DRLW01;f__DRLW01;g__WFVT01;s__WFVT01 sp015491485	98.81	0.815	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_110	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga;s__Hydrogenivirga sp015487535	GCA_015487535.1	95	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga;s__Hydrogenivirga sp015487535	95.97	0.783	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_116	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__DRQN01;s__	N/A	N/A	N/A	N/A	N/A	GCA_011051755.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__DRQN01;s__DRQN01 sp011051755	94.35	0.711	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__DRQN01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_021647505.1, s__DRQN01 sp021647505, 95.0, 87.72, 0.775; GCA_913009875.1, s__DRQN01 sp913009875, 95.0, 86.22, 0.703; GCA_024276955.1, s__DRQN01 sp024276955, 95.0, 85.81, 0.641; GCA_011371455.1, s__DRQN01 sp011371455, 95.0, 82.49, 0.617"	87.59	11	0.98765	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S140_maxbin2_121	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DRMK01;f__DRMK01;g__DRMK01;s__DRMK01 sp015491735	GCA_015491735.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__DRMK01;f__DRMK01;g__DRMK01;s__DRMK01 sp015491735	99.92	0.949	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_122	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__S012-113;s__S012-113 sp015488485	GCA_015488485.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__S012-113;s__S012-113 sp015488485	98.87	0.885	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_124	d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__JAADJD01;s__JAADJD01 sp015485355	GCA_015485355.1	95	d__Bacteria;p__Calditrichota;c__Calditrichia;o__RBG-13-44-9;f__J042;g__JAADJD01;s__JAADJD01 sp015485355	99.66	0.947	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_125_VB	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Profundibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_015494385.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Profundibacter;s__Profundibacter sp015494385	90.46	0.835	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Profundibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_003544895.1, s__Profundibacter amoris, 95.0, 90.2, 0.926; GCA_015488685.1, s__Profundibacter sp015488685, 95.0, 90.11, 0.92; GCA_002732995.1, s__Profundibacter sp002732995, 95.0, 79.35, 0.494; GCA_022712735.1, s__Profundibacter sp022712735, 95.0, 78.94, 0.386; GCA_001321835.1, s__Profundibacter sp001321835, 95.0, 78.33, 0.21; GCA_003535335.1, s__Profundibacter sp003535335, 95.0, 78.02, 0.273; GCA_002748285.1, s__Profundibacter sp002748285, 95.0, 77.95, 0.364; GCA_002352425.1, s__Profundibacter sp002352425, 95.0, 77.58, 0.426"	36.11	11	0.99659	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S140_maxbin2_127	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_023135195.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__JAGLTQ01 sp023135195	76.41	0.121	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__JAGLTQ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	81.45	11	0.91884	N/A
Brothers_S140_maxbin2_130	d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__J004;g__J004;s__	N/A	N/A	N/A	N/A	N/A	GCA_015493745.1	95	d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__J004;g__J004;s__J004 sp011051485	82.68	0.714	d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__J004;g__J004;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_003696775.1, s__J004 sp003696775, 95.0, 77.51, 0.25"	59.44	11	0.9613	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S140_maxbin2_133	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAJRTP01;s__	N/A	N/A	N/A	N/A	N/A	GCA_024278255.1	95	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAJRTP01;s__JAJRTP01 sp024278255	81.55	0.543	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAJRTP01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	77.56	11	0.97254	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 10.0% of markers with multiple hits
Brothers_S140_maxbin2_135	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__DROE01;s__DROE01 sp015487985	GCA_015487985.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__DROE01;s__DROE01 sp015487985	98.22	0.76	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_136	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA1924;s__UBA1924 sp015487555	GCA_015487555.1	95	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA1924;s__UBA1924 sp015487555	99.28	0.985	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_139	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp015490315	GCA_015490315.1	95	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp015490315	97.7	0.747	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_146	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__S012-90;s__S012-90 sp015487305	GCA_015487305.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__S012-90;s__S012-90 sp015487305	98.52	0.765	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_157	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__S139-18;s__S139-18 sp015485495	GCA_015485495.1	95	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__S139-18;s__S139-18 sp015485495	99.18	1	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_168	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__Thiomicrorhabdus sp015488565	GCA_015488565.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__Thiomicrorhabdus sp015488565	97.72	0.879	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_177_VB	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__SZUA-152;s__SZUA-152 sp015487095	GCA_015487095.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__SZUA-152;s__SZUA-152 sp015487095	98.84	0.906	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_190	d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__LBFQ01;g__JAADCS01;s__JAADCS01 sp015490465	GCA_015490465.1	95	d__Bacteria;p__WOR-3;c__Hydrothermia;o__LBFQ01;f__LBFQ01;g__JAADCS01;s__JAADCS01 sp015490465	99.47	0.931	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_220	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Thermopetrobacteraceae;g__Thermopetrobacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_024279045.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Thermopetrobacteraceae;g__Thermopetrobacter;s__Thermopetrobacter sp024279045	79.72	0.667	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Thermopetrobacteraceae;g__Thermopetrobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCF_000746275.1, s__Thermopetrobacter sp000746275, 95.0, 79.38, 0.491; GCA_024279095.1, s__Thermopetrobacter sp024279095, 95.0, 78.57, 0.361; GCA_011374735.1, s__Thermopetrobacter sp011374735, 95.0, 78.56, 0.444"	49.16	11	0.96508	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S140_maxbin2_224	d__Bacteria;p__Desulfobacterota_F;c__GWC2-55-46;o__S146-80;f__S146-80;g__S146-80;s__S146-80 sp015492305	GCA_015492305.1	95	d__Bacteria;p__Desulfobacterota_F;c__GWC2-55-46;o__S146-80;f__S146-80;g__S146-80;s__S146-80 sp015492305	99.08	0.819	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_232	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Ghiorsea;s__	N/A	N/A	N/A	N/A	N/A	GCF_000744415.1	95	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Ghiorsea;s__Ghiorsea bivora	86.44	0.899	d__Bacteria;p__Pseudomonadota;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Ghiorsea;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_015663235.1, s__Ghiorsea sp015663235, 95.0, 79.99, 0.494; GCA_021772875.1, s__Ghiorsea sp021772875, 95.0, 79.37, 0.416; GCA_002401135.1, s__Ghiorsea sp002401135, 95.0, 79.17, 0.303; GCA_002323245.1, s__Ghiorsea sp002323245, 95.0, 77.71, 0.348"	57.12	11	0.98733	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S140_maxbin2_237	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__Oceanithermus;s__Oceanithermus sp015494055	GCA_015494055.1	95	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Marinithermaceae;g__Oceanithermus;s__Oceanithermus sp015494055	98.48	0.951	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_246	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__RBG-16-55-9;f__RBG-16-55-9;g__S012-72;s__S012-72 sp015487455	GCA_015487455.1	95	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__RBG-16-55-9;f__RBG-16-55-9;g__S012-72;s__S012-72 sp015487455	99.13	0.866	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_248	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.08	11	0.82785	N/A
Brothers_S140_maxbin2_249	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__HyVt-448;s__	N/A	N/A	N/A	N/A	N/A	GCA_011051615.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__HyVt-448;s__HyVt-448 sp011051615	83.36	0.727	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__HyVt-448;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	86.1	11	0.94733	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S140_maxbin2_250	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga;s__Hydrogenivirga sp015487835	GCA_015487835.1	95	d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga;s__Hydrogenivirga sp015487835	96.68	0.878	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_259	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAJRUE01;s__	N/A	N/A	N/A	N/A	N/A	GCA_024277955.1	95	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAJRUE01;s__JAJRUE01 sp024277955	90.99	0.852	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAJRUE01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	47.9	11	0.98435	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S140_maxbin2_264	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__S140-20;f__S140-20;g__S140-20;s__S140-20 sp015484715	GCA_015484715.1	95	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__S140-20;f__S140-20;g__S140-20;s__S140-20 sp015484715	99.16	0.788	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_maxbin2_287	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__NBLH01;g__NBLH01;s__	N/A	N/A	N/A	N/A	N/A	GCA_021647685.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__NBLH01;g__NBLH01;s__NBLH01 sp021647685	80.67	0.689	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__NBLH01;g__NBLH01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_016937695.1, s__NBLH01 sp016937695, 95.0, 76.3, 0.169; GCA_002084525.1, s__NBLH01 sp002084525, 95.0, 75.97, 0.11"	53.29	11	0.96767	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S140_metabat1_013	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__DRQN01;s__DRQN01 sp011371455	GCA_011371455.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__DRQN01;s__DRQN01 sp011371455	97.55	0.898	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
Brothers_S140_metabat1_015	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-140;f__SZUA-140;g__SZUA-140;s__	N/A	N/A	N/A	N/A	N/A	GCA_015492435.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-140;f__SZUA-140;g__SZUA-140;s__SZUA-140 sp015492435	85.53	0.524	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-140;f__SZUA-140;g__SZUA-140;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	"GCA_003230085.1, s__SZUA-140 sp003230085, 95.0, 76.89, 0.114"	36.64	11	0.9645	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Brothers_S140_metabat1_018	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Minwuiales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Minwuiales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	69.53	11	0.67812	N/A
Brothers_S140_metabat1_019	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__WFXC01;g__WFXC01;s__WFXC01 sp015490805	GCA_015490805.1	95	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__WFXC01;g__WFXC01;s__WFXC01 sp015490805	99.92	0.935	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
